,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
72,65.0,Costa Rica,1148914,2779.0,9046.0,8.0,860711.0,,279157.0,52.0,221697.0,1746.0,4659757.0,899158.0,5182354.0,North America,5.0,573.0,1.0,536.0,2.0,53867.0
73,66.0,Tunisia,1147072,,29268.0,,,,,44.0,95219.0,2430.0,4975826.0,413046.0,12046656.0,Africa,11.0,412.0,2.0,,,648.0
74,67.0,Bolivia,1111646,289.0,22248.0,,1078111.0,155.0,11287.0,220.0,92694.0,1855.0,2705422.0,225590.0,11992656.0,South America,11.0,539.0,4.0,24.0,,941.0
75,68.0,Cuba,1111412,14.0,8530.0,,1102784.0,1.0,98.0,,98306.0,754.0,14233813.0,1259000.0,11305652.0,North America,10.0,1325.0,1.0,1.0,,9.0
76,69.0,UAE,1044603,135.0,2348.0,,1024380.0,225.0,17875.0,,103613.0,233.0,197280975.0,19568060.0,10081785.0,Asia,10.0,4294.0,0.0,13.0,,1773.0
77,70.0,Ecuador,1011132,,35940.0,,973448.0,,1744.0,759.0,55822.0,1984.0,3082403.0,170173.0,18113361.0,South America,18.0,504.0,6.0,,,96.0
78,71.0,Panama,1002161,,8526.0,,985881.0,,7754.0,16.0,225358.0,1917.0,7256244.0,1631730.0,4446964.0,North America,4.0,522.0,1.0,,,1744.0
79,72.0,Nepal,1000900,6.0,12019.0,,988742.0,23.0,139.0,,33114.0,398.0,5978725.0,197803.0,30225582.0,Asia,30.0,2515.0,5.0,0.2,,5.0
80,73.0,Belarus,994037,,7118.0,,985592.0,,1327.0,,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe,9.0,1325.0,1.0,,,141.0
81,74.0,Uruguay,993875,,7537.0,,985312.0,,1026.0,18.0,284288.0,2156.0,6114822.0,1749083.0,3496016.0,South America,4.0,464.0,1.0,,,293.0
82,75.0,Mongolia,993372,335.0,2179.0,,987141.0,441.0,4052.0,192.0,294064.0,645.0,4030048.0,1193000.0,3378078.0,Asia,3.0,1550.0,1.0,99.0,,1199.0
83,76.0,Latvia,961627,,6086.0,,950319.0,,5222.0,3.0,520125.0,3292.0,7746372.0,4189862.0,1848837.0,Europe,2.0,304.0,0.0,,,2824.0
84,77.0,Saudi Arabia,825681,41.0,9468.0,3.0,813222.0,42.0,2991.0,45.0,23035.0,264.0,44821556.0,1250430.0,35844909.0,Asia,43.0,3786.0,1.0,1.0,0.08,83.0
85,78.0,Azerbaijan,824431,46.0,9983.0,2.0,814189.0,41.0,259.0,,80040.0,969.0,7378848.0,716379.0,10300205.0,Asia,12.0,1032.0,1.0,4.0,0.2,25.0
86,79.0,Paraguay,777525,621.0,19630.0,9.0,,,,7.0,106425.0,2687.0,2657506.0,363751.0,7305843.0,South America,9.0,372.0,3.0,85.0,1.0,8155.0
87,80.0,Bahrain,696524,73.0,1536.0,,694088.0,126.0,900.0,3.0,390432.0,861.0,10576312.0,5928483.0,1783983.0,Asia,3.0,1161.0,0.0,41.0,,504.0
88,81.0,Sri Lanka,671695,8.0,16805.0,,654880.0,77.0,10.0,,31132.0,779.0,6486117.0,300619.0,21575842.0,Asia,32.0,1284.0,3.0,0.4,,0.5
89,82.0,Kuwait,662672,,2570.0,,659992.0,,110.0,,151284.0,587.0,8441451.0,1927128.0,4380326.0,Asia,7.0,1704.0,1.0,,,25.0
90,83.0,Dominican Republic,650381,,4384.0,,644066.0,,1931.0,4.0,58824.0,397.0,3738144.0,338099.0,11056370.0,North America,17.0,2522.0,3.0,,,175.0
91,84.0,Myanmar,633281,20.0,19488.0,,607800.0,23.0,5993.0,,11467.0,353.0,9680188.0,175280.0,55227143.0,Asia,87.0,2834.0,6.0,0.4,,109.0
92,85.0,Palestine,620816,,5404.0,,614962.0,,450.0,17.0,116137.0,1011.0,3078533.0,575907.0,5345541.0,Asia,9.0,989.0,2.0,,,84.0
93,86.0,Cyprus,618248,4011.0,1237.0,11.0,601436.0,,15575.0,60.0,505358.0,1011.0,9640118.0,7879860.0,1223387.0,Asia,2.0,989.0,0.0,3279.0,9.0,12731.0
94,87.0,Estonia,609233,,2790.0,,524990.0,,81453.0,3.0,460873.0,2111.0,3606878.0,2728535.0,1321910.0,Europe,2.0,474.0,0.0,,,61618.0
95,88.0,Moldova,595073,,11918.0,,504142.0,,79013.0,49.0,148280.0,2970.0,3216305.0,801437.0,4013171.0,Europe,7.0,337.0,1.0,,,19688.0
96,89.0,Venezuela,547697,66.0,5829.0,1.0,540781.0,39.0,1087.0,36.0,18714.0,199.0,3359014.0,114771.0,29266991.0,South America,53.0,5021.0,9.0,2.0,0.03,37.0
97,90.0,Egypt,515645,,24613.0,,442182.0,,48850.0,122.0,4857.0,232.0,3693367.0,34792.0,106156692.0,Africa,206.0,4313.0,29.0,,,460.0
98,91.0,Libya,507084,,6437.0,,500604.0,,43.0,,72021.0,914.0,2483318.0,352707.0,7040745.0,Africa,14.0,1094.0,3.0,,,6.0
99,92.0,Ethiopia,494687,42.0,7572.0,,472467.0,15.0,14648.0,1.0,4095.0,63.0,5367154.0,44425.0,120812698.0,Africa,244.0,15955.0,23.0,0.3,,121.0
100,93.0,Qatar,479780,446.0,685.0,,476860.0,,2235.0,,161005.0,230.0,4065369.0,1364257.0,2979915.0,Asia,6.0,4350.0,1.0,150.0,,750.0
101,94.0,Réunion,477305,,903.0,,418572.0,,57830.0,10.0,525631.0,994.0,1603660.0,1766027.0,908061.0,Africa,2.0,1006.0,1.0,,,63685.0
102,95.0,Honduras,458921,352.0,11051.0,,,,,105.0,44899.0,1081.0,1568024.0,153408.0,10221247.0,North America,22.0,925.0,7.0,34.0,,30850.0
103,96.0,Armenia,445737,,8710.0,,434866.0,,2161.0,,149981.0,2931.0,3235175.0,1088564.0,2971966.0,Asia,7.0,341.0,1.0,,,727.0
104,97.0,Bosnia and Herzegovina,400572,8.0,16203.0,1.0,378424.0,22.0,5945.0,,123279.0,4987.0,1879615.0,578465.0,3249317.0,Europe,8.0,201.0,2.0,2.0,0.3,1830.0
105,98.0,Oman,399027,,4260.0,,384669.0,,10098.0,2.0,74949.0,800.0,25000000.0,4695724.0,5323993.0,Asia,13.0,1250.0,0.0,,,1897.0
106,99.0,North Macedonia,344710,,9568.0,,334335.0,,807.0,,165622.0,4597.0,2141032.0,1028697.0,2081304.0,Europe,6.0,218.0,1.0,,,388.0
107,100.0,Kenya,341804,108.0,5684.0,,335432.0,73.0,688.0,1.0,6080.0,101.0,3943929.0,70158.0,56215221.0,Africa,164.0,9890.0,14.0,2.0,,12.0
108,101.0,Zambia,333746,,4019.0,,329690.0,,37.0,,17141.0,206.0,3765147.0,193380.0,19470234.0,Africa,58.0,4845.0,5.0,,,2.0
109,102.0,Albania,333381,21.0,3593.0,,328219.0,8.0,1569.0,,116308.0,1254.0,1941032.0,677173.0,2866374.0,Europe,9.0,798.0,1.0,7.0,,547.0
110,103.0,Botswana,326633,,2790.0,,323747.0,,96.0,1.0,133802.0,1143.0,2026898.0,830300.0,2441162.0,Africa,7.0,875.0,1.0,,,39.0
111,104.0,Luxembourg,297757,,1133.0,,288991.0,,7633.0,,463528.0,1764.0,4412567.0,6869188.0,642371.0,Europe,2.0,567.0,0.0,,,11883.0
112,105.0,Montenegro,283771,21.0,2790.0,,280755.0,30.0,226.0,6.0,451901.0,4443.0,2665308.0,4244459.0,627950.0,Europe,2.0,225.0,0.0,33.0,,360.0
113,106.0,Algeria,271100,4.0,6881.0,,182570.0,3.0,81649.0,,5978.0,152.0,230861.0,5091.0,45350148.0,Africa,167.0,6591.0,196.0,0.09,,1800.0
114,107.0,Nigeria,266283,,3155.0,,259640.0,,3488.0,11.0,1229.0,15.0,5441162.0,25104.0,216746934.0,Africa,814.0,68700.0,40.0,,,16.0
115,108.0,Zimbabwe,257893,,5606.0,,251904.0,,383.0,12.0,16821.0,366.0,2525756.0,164744.0,15331428.0,Africa,59.0,2735.0,6.0,,,25.0
116,109.0,Uzbekistan,246833,159.0,1637.0,,241486.0,,3710.0,23.0,7179.0,48.0,1377915.0,40077.0,34382084.0,Asia,139.0,21003.0,25.0,5.0,,108.0
117,110.0,Brunei,241044,,225.0,,222140.0,,18679.0,,541148.0,505.0,717784.0,1611437.0,445431.0,Asia,2.0,1980.0,1.0,,,41935.0
118,111.0,Mozambique,230624,,2226.0,,228310.0,,88.0,11.0,6970.0,67.0,1371127.0,41437.0,33089461.0,Africa,143.0,14865.0,24.0,,,3.0
119,112.0,Martinique,224468,,1071.0,,,,,8.0,600042.0,2863.0,828928.0,2215870.0,374087.0,North America,2.0,349.0,0.0,,,596901.0
120,113.0,Laos,216780,36.0,758.0,,,,,,28977.0,101.0,1233207.0,164845.0,7481023.0,Asia,35.0,9869.0,6.0,5.0,,27852.0
121,114.0,Iceland,207355,184.0,219.0,,,,,2.0,600345.0,634.0,1996384.0,5780036.0,345393.0,Europe,2.0,1577.0,0.0,533.0,,380584.0
122,115.0,Kyrgyzstan,206530,,2991.0,,196406.0,,7133.0,131.0,30696.0,445.0,1907195.0,283460.0,6728271.0,Asia,33.0,2250.0,4.0,,,1060.0
123,116.0,Afghanistan,206140,28.0,7834.0,,183842.0,20.0,14464.0,1124.0,5058.0,192.0,1159462.0,28450.0,40754388.0,Asia,198.0,5202.0,35.0,0.7,,355.0
124,117.0,El Salvador,201785,,4230.0,,179410.0,,18145.0,8.0,30805.0,646.0,2610114.0,398467.0,6550389.0,North America,32.0,1549.0,3.0,,,2770.0
125,118.0,Guadeloupe,197918,,995.0,,,,,19.0,495050.0,2489.0,938039.0,2346306.0,399794.0,North America,2.0,402.0,0.0,,,486933.0
126,119.0,Maldives,185618,,311.0,,163687.0,,21620.0,25.0,343111.0,575.0,2213831.0,4092223.0,540985.0,Asia,3.0,1740.0,0.0,,,39964.0
127,120.0,Trinidad and Tobago,185377,,4267.0,,180912.0,,198.0,8.0,131792.0,3034.0,868696.0,617592.0,1406585.0,North America,8.0,330.0,2.0,,,141.0
128,121.0,Ghana,171018,9.0,1461.0,,169541.0,14.0,16.0,2.0,5279.0,45.0,2522382.0,77862.0,32395450.0,Africa,189.0,22173.0,13.0,0.3,,0.5
129,122.0,Namibia,169946,,4080.0,,165826.0,,40.0,,64523.0,1549.0,1062663.0,403460.0,2633874.0,Africa,15.0,646.0,2.0,,,15.0
130,123.0,Uganda,169733,,3630.0,,100431.0,,65672.0,3.0,3505.0,75.0,3012408.0,62198.0,48432863.0,Africa,285.0,13342.0,16.0,,,1356.0
131,124.0,Jamaica,151931,,3320.0,,99392.0,,49219.0,,50897.0,1112.0,1183986.0,396633.0,2985094.0,North America,20.0,899.0,3.0,,,16488.0
132,125.0,Cambodia,138120,14.0,3056.0,,135001.0,9.0,63.0,,8045.0,178.0,3091420.0,180062.0,17168639.0,Asia,124.0,5618.0,6.0,0.8,,4.0
133,126.0,Rwanda,132762,,1467.0,,131112.0,,183.0,,9762.0,108.0,5882479.0,432520.0,13600464.0,Africa,102.0,9271.0,2.0,,,13.0
134,127.0,Cameroon,123993,,1965.0,,118616.0,,3412.0,13.0,4442.0,70.0,1751774.0,62762.0,27911548.0,Africa,225.0,14204.0,16.0,,,122.0
135,128.0,Malta,115851,12.0,809.0,,114444.0,,598.0,4.0,260906.0,1822.0,2091012.0,4709136.0,444033.0,Europe,4.0,549.0,0.0,27.0,,1347.0
136,129.0,Angola,104676,,1924.0,,102367.0,,385.0,,2988.0,55.0,1499795.0,42818.0,35027343.0,Africa,335.0,18205.0,23.0,,,11.0
137,130.0,Barbados,104416,,567.0,,102435.0,,1414.0,,362527.0,1969.0,780944.0,2711395.0,288023.0,North America,3.0,508.0,0.0,,,4909.0
138,131.0,French Guiana,96389,,411.0,,11254.0,,84724.0,2.0,306806.0,1308.0,651257.0,2072951.0,314169.0,South America,3.0,764.0,0.0,,,269677.0
139,132.0,Channel Islands,96028,,207.0,,95304.0,,517.0,,544182.0,1173.0,1252808.0,7099551.0,176463.0,Europe,2.0,852.0,0.0,,,2930.0
140,133.0,DRC,94204,,1455.0,,83610.0,,9139.0,,989.0,15.0,846704.0,8890.0,95240792.0,Africa,1011.0,65458.0,112.0,,,96.0
141,134.0,Senegal,88873,,1968.0,,86872.0,,33.0,,5034.0,111.0,1146543.0,64946.0,17653671.0,Africa,199.0,8970.0,15.0,,,2.0
142,135.0,Malawi,88086,,2685.0,,85009.0,,392.0,67.0,4365.0,133.0,624784.0,30959.0,20180839.0,Africa,229.0,7516.0,32.0,,,19.0
143,136.0,Ivory Coast,87887,,830.0,,87049.0,,8.0,,3168.0,30.0,1654651.0,59644.0,27742298.0,Africa,316.0,33424.0,17.0,,,0.3
144,137.0,Suriname,81581,,1393.0,,,,,,136690.0,2334.0,239603.0,401459.0,596831.0,South America,7.0,428.0,2.0,,,51118.0
145,138.0,French Polynesia,77137,,649.0,,,,,7.0,271452.0,2284.0,,,284164.0,Australia/Oceania,4.0,438.0,,,,151279.0
146,139.0,New Caledonia,76051,,314.0,,74603.0,,1134.0,9.0,261420.0,1079.0,98964.0,340182.0,290915.0,Australia/Oceania,4.0,926.0,3.0,,,3898.0
147,140.0,Eswatini,73770,,1422.0,,72255.0,,93.0,,62263.0,1200.0,1047886.0,884429.0,1184817.0,Africa,16.0,833.0,1.0,,,78.0
148,141.0,Guyana,71627,,1285.0,,70221.0,,121.0,,90205.0,1618.0,706316.0,889516.0,794045.0,South America,11.0,618.0,1.0,,,152.0
149,142.0,Belize,69048,,688.0,,68325.0,,35.0,6.0,167515.0,1669.0,576016.0,1397453.0,412190.0,North America,6.0,599.0,1.0,,,85.0
150,143.0,Fiji,68451,,878.0,,66524.0,,1049.0,,75265.0,965.0,666164.0,732478.0,909466.0,Australia/Oceania,13.0,1036.0,1.0,,,1153.0
151,144.0,Madagascar,67259,,1412.0,,65450.0,,397.0,,2305.0,48.0,518111.0,17757.0,29178077.0,Africa,434.0,20664.0,56.0,,,14.0
152,145.0,Sudan,63637,,4990.0,,58016.0,,631.0,,1384.0,108.0,562941.0,12240.0,45992020.0,Africa,723.0,9217.0,82.0,,,14.0
153,146.0,Mauritania,63420,,997.0,,62420.0,,3.0,,12938.0,203.0,1008283.0,205689.0,4901981.0,Africa,77.0,4917.0,5.0,,,0.6
154,147.0,Cabo Verde,63068,17.0,412.0,,62488.0,15.0,168.0,23.0,111098.0,726.0,401622.0,707482.0,567678.0,Africa,9.0,1378.0,1.0,30.0,,296.0
155,148.0,Bhutan,62503,,21.0,,61564.0,,918.0,,79324.0,27.0,2303734.0,2923739.0,787941.0,Asia,13.0,37521.0,0.0,,,1165.0
156,149.0,Syria,57404,4.0,3163.0,,54232.0,2.0,9.0,,2964.0,163.0,146269.0,7553.0,19364809.0,Asia,337.0,6122.0,132.0,0.2,,0.5
